dataset.id melody.id note.id melody.name vertint12 articulation comma voice ornament dyn phrase bioi deltast accidental mpitch cpitch barlength pulses tempo mode keysig dur onset cpitch.order.ltm.cpintfref cpitch.order.stm.cpintfref cpitch.weight.ltm cpitch.weight.stm cpitch.weight.ltm.cpintfref cpitch.weight.stm.cpintfref cpitch.probability cpitch.information.content cpitch.entropy cpitch.40 cpitch.51 cpitch.53 cpitch.55 cpitch.56 cpitch.57 cpitch.58 cpitch.59 cpitch.60 cpitch.61 cpitch.62 cpitch.63 cpitch.64 cpitch.65 cpitch.66 cpitch.67 cpitch.68 cpitch.69 cpitch.70 cpitch.71 cpitch.72 cpitch.73 cpitch.74 cpitch.75 cpitch.76 cpitch.77 cpitch.78 cpitch.79 cpitch.80 cpitch.81 cpitch.82 cpitch.83 cpitch.84 cpitch.85 cpitch.86 cpitch.88 cpitch.89 cpitch.90 probability information.content entropy 
701 2 8 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 88 96 4 600000 0 -1 23 168 1 0 0.4889897 0.51101035 1.0 1.0 0.017528718 5.834136 5.2002964 0.017528718 0.027730815 0.01725546 0.027182754 0.031586025 0.023371624 0.020001397 0.027730815 0.03925071 0.032518473 0.034574475 0.027730815 0.017528718 0.01725546 0.023007283 0.027182754 0.031586025 0.023371624 0.020001397 0.027730815 0.03925071 0.032518473 0.034574475 0.027730815 0.017528718 0.01725546 0.023007283 0.027182754 0.031586025 0.023371624 0.020001397 0.027730815 0.03925071 0.032518473 0.034574475 0.017528718 0.01725546 0.023007283 0.017528718 5.834136 5.2002964 
701 2 9 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 82 96 4 600000 0 -1 23 192 2 0 0.7103944 0.28960556 1.0 1.0 0.014111965 6.1469374 4.9268823 0.01776897 0.029666286 0.02618781 0.02927974 0.017017022 0.0145451445 0.014111965 0.017017022 0.018443687 0.098015524 0.01653062 0.029666286 0.01776897 0.02618781 0.020097263 0.02927974 0.017017022 0.0145451445 0.014111965 0.017017022 0.018443687 0.098015524 0.01653062 0.029666286 0.01776897 0.02618781 0.020097263 0.02927974 0.017017022 0.0145451445 0.014111965 0.017017022 0.018443687 0.098015524 0.01653062 0.01776897 0.02618781 0.020097263 0.014111965 6.1469374 4.9268823 
701 2 10 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 81 96 4 600000 0 -1 23 216 1 0 0.5086359 0.49136412 1.0 1.0 0.020535978 5.6057024 5.2162604 0.025734294 0.024736313 0.015072153 0.029475207 0.029897166 0.020535978 0.029475207 0.03431239 0.026204085 0.02572382 0.033943605 0.024736313 0.025734294 0.015072153 0.02462091 0.029475207 0.029897166 0.020535978 0.029475207 0.03431239 0.026204085 0.02572382 0.033943605 0.024736313 0.025734294 0.015072153 0.02462091 0.029475207 0.029897166 0.020535978 0.029475207 0.03431239 0.026204085 0.02572382 0.033943605 0.025734294 0.015072153 0.02462091 0.020535978 5.6057024 5.2162604 
701 2 11 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 90 96 4 600000 0 -1 23 240 1 0 0.51353705 0.48646295 1.0 1.0 0.02128451 5.5540524 5.2138453 0.018735748 0.032105245 0.015963381 0.028300436 0.035154484 0.028752958 0.028300436 0.028752958 0.02647799 0.029638348 0.028300436 0.032105245 0.018735748 0.015963381 0.02128451 0.028300436 0.035154484 0.028752958 0.028300436 0.028752958 0.02647799 0.029638348 0.028300436 0.032105245 0.018735748 0.015963381 0.02128451 0.028300436 0.035154484 0.028752958 0.028300436 0.028752958 0.02647799 0.029638348 0.028300436 0.018735748 0.015963381 0.02128451 0.02128451 5.5540524 5.2138453 
701 2 12 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 90 96 4 600000 0 -1 23 264 1 0 0.53933954 0.4606604 1.0 1.0 0.021966796 5.5085316 5.1983705 0.016841851 0.022455802 0.019708367 0.038977996 0.022455802 0.034468785 0.034131404 0.022455802 0.030148417 0.023407515 0.034131404 0.022455802 0.016841851 0.019708367 0.021966796 0.038977996 0.022455802 0.034468785 0.034131404 0.022455802 0.030148417 0.023407515 0.034131404 0.022455802 0.016841851 0.019708367 0.021966796 0.038977996 0.022455802 0.034468785 0.034131404 0.022455802 0.030148417 0.023407515 0.034131404 0.016841851 0.019708367 0.021966796 0.021966796 5.5085316 5.1983705 
701 2 13 "Schoenberg_I" NA 0 0 1 0 NA 0 24 1 NA NA 89 96 4 600000 0 -1 23 288 1 1 0.4930716 0.5069284 1.0 1.0 0.018117292 5.786489 5.1947827 0.016764643 0.022352856 0.018117292 0.033807784 0.022352856 0.03069731 0.030377422 0.022352856 0.027933177 0.023217387 0.030377422 0.022352856 0.016764643 0.018117292 0.043354977 0.033807784 0.022352856 0.03069731 0.030377422 0.022352856 0.027933177 0.023217387 0.030377422 0.022352856 0.016764643 0.018117292 0.043354977 0.033807784 0.022352856 0.03069731 0.030377422 0.022352856 0.027933177 0.023217387 0.030377422 0.016764643 0.018117292 0.043354977 0.018117292 5.786489 5.1947827 
701 3 1 "Schoenberg_RI" NA 0 0 1 0 NA 0 0 0 NA NA 65 96 4 600000 0 -1 23 0 0 0 0.5011249 0.49887508 1.0 1.0 0.020429285 5.6132174 5.2365694 0.020869676 0.027826233 0.020429285 0.02663898 0.027826233 0.027826233 0.027239047 0.027239047 0.029518086 0.028965067 0.027239047 0.027826233 0.020869676 0.020429285 0.027826233 0.02663898 0.027826233 0.027826233 0.027239047 0.027239047 0.029518086 0.028965067 0.027239047 0.027826233 0.020869676 0.020429285 0.027826233 0.02663898 0.027826233 0.027826233 0.027239047 0.027239047 0.029518086 0.028965067 0.027239047 0.020869676 0.020429285 0.027826233 0.020429285 5.6132174 5.2365694 
701 3 2 "Schoenberg_RI" NA 0 0 1 0 NA 0 24 1 NA NA 66 96 4 600000 0 -1 23 24 1 0 0.44584298 0.55415696 1.0 1.0 0.020057267 5.639731 5.1836457 0.028954798 0.020057267 0.044223186 0.019294076 0.03382565 0.020057267 0.01968027 0.01968027 0.021138674 0.03421209 0.027759878 0.020057267 0.028954798 0.044223186 0.020057267 0.019294076 0.03382565 0.020057267 0.01968027 0.01968027 0.021138674 0.03421209 0.027759878 0.020057267 0.028954798 0.044223186 0.020057267 0.019294076 0.03382565 0.020057267 0.01968027 0.01968027 0.021138674 0.03421209 0.027759878 0.028954798 0.044223186 0.020057267 0.020057267 5.639731 5.1836457 
701 3 3 "Schoenberg_RI" NA 0 0 1 0 NA 0 24 1 NA NA 69 96 4 600000 0 -1 23 48 1 0 0.4063274 0.59367263 1.0 1.0 0.022117652 5.4986577 5.118253 0.014326023 0.019101363 0.046096012 0.026412895 0.019101363 0.022117652 0.024403533 0.018773882 0.022881383 0.01973282 0.024403533 0.019101363 0.014326023 0.046096012 0.055842202 0.026412895 0.019101363 0.022117652 0.024403533 0.018773882 0.022881383 0.01973282 0.024403533 0.019101363 0.014326023 0.046096012 0.055842202 0.026412895 0.019101363 0.022117652 0.024403533 0.018773882 0.022881383 0.01973282 0.024403533 0.014326023 0.046096012 0.055842202 0.022117652 5.4986577 5.118253 
701 3 4 "Schoenberg_RI" NA 0 0 1 0 NA 0 24 1 NA NA 70 96 4 600000 0 -1 23 72 2 0 0.5571087 0.4428913 1.0 1.0 0.017915968 5.80261 5.1386642 0.013759379 0.024215199 0.023964142 0.020677704 0.026756773 0.03799359 0.017915968 0.021062087 0.019590031 0.022183217 0.054647215 0.024215199 0.013759379 0.023964142 0.03799359 0.020677704 0.026756773 0.03799359 0.017915968 0.021062087 0.019590031 0.022183217 0.054647215 0.024215199 0.013759379 0.023964142 0.03799359 0.020677704 0.026756773 0.03799359 0.017915968 0.021062087 0.019590031 0.022183217 0.054647215 0.013759379 0.023964142 0.03799359 0.017915968 5.80261 5.1386642 
701 3 5 "Schoenberg_RI" NA 0 0 1 0 NA 0 24 1 NA NA 64 96 4 600000 0 -1 23 96 1 0 0.44881177 0.55118823 1.0 1.0 0.016938314 5.883566 5.183277 0.016938314 0.019814128 0.02621226 0.021942183 0.022584416 0.040387966 0.039836127 0.02470893 0.020889733 0.020538876 0.02470893 0.019814128 0.016938314 0.02621226 0.040387966 0.021942183 0.022584416 0.040387966 0.039836127 0.02470893 0.020889733 0.020538876 0.02470893 0.019814128 0.016938314 0.02621226 0.040387966 0.021942183 0.022584416 0.040387966 0.039836127 0.02470893 0.020889733 0.020538876 0.02470893 0.016938314 0.02621226 0.040387966 0.016938314 5.883566 5.183277 
701 3 6 "Schoenberg_RI" NA 0 0 1 0 NA 0 24 1 NA NA 75 96 4 600000 0 -1 23 120 2 0 0.6121116 0.38788846 1.0 1.0 0.020452958 5.6115465 5.0758185 0.021683617 0.020452958 0.06703691 0.023422655 0.016358094 0.023297999 0.02841123 0.015937448 0.017581007 0.024729006 0.015937448 0.020452958 0.021683617 0.06703691 0.028911488 0.023422655 0.016358094 0.023297999 0.02841123 0.015937448 0.017581007 0.024729006 0.015937448 0.020452958 0.021683617 0.06703691 0.028911488 0.023422655 0.016358094 0.023297999 0.02841123 0.015937448 0.017581007 0.024729006 0.015937448 0.021683617 0.06703691 0.028911488 0.020452958 5.6115465 5.0758185 
701 3 7 "Schoenberg_RI" NA 0 0 1 0 NA 0 24 1 NA NA 68 96 4 600000 0 -1 23 144 2 0 0.60082066 0.3991793 1.0 1.0 0.016688155 5.9050317 5.122649 0.024080163 0.02255408 0.059710223 0.01583814 0.016688155 0.027607169 0.022007631 0.016266838 0.028061753 0.021291569 0.023690296 0.02255408 0.024080163 0.059710223 0.027607169 0.01583814 0.016688155 0.027607169 0.022007631 0.016266838 0.028061753 0.021291569 0.023690296 0.02255408 0.024080163 0.059710223 0.027607169 0.01583814 0.016688155 0.027607169 0.022007631 0.016266838 0.028061753 0.021291569 0.023690296 0.024080163 0.059710223 0.027607169 0.016688155 5.9050317 5.122649 
701 3 8 "Schoenberg_RI" NA 0 0 1 0 NA 0 24 1 NA NA 72 96 4 600000 0 -1 23 168 1 0 0.60557145 0.39442858 1.0 1.0 0.018772643 5.7352242 5.1183395 0.016757427 0.032152537 0.01634825 0.024743227 0.022343233 0.054014683 0.031723686 0.047715213 0.018772643 0.01834847 0.017035538 0.032152537 0.016757427 0.01634825 0.022343233 0.024743227 0.022343233 0.054014683 0.031723686 0.047715213 0.018772643 0.01834847 0.017035538 0.032152537 0.016757427 0.01634825 0.022343233 0.024743227 0.022343233 0.054014683 0.031723686 0.047715213 0.018772643 0.01834847 0.017035538 0.016757427 0.01634825 0.022343233 0.018772643 5.7352242 5.1183395 
701 3 9 "Schoenberg_RI" NA 0 0 1 0 NA 0 24 1 NA NA 74 96 4 600000 0 -1 23 192 1 0 0.5313726 0.46862733 1.0 1.0 0.01910506 5.7099013 5.188337 0.018423608 0.040623855 0.018028272 0.01865908 0.0334571 0.0334571 0.02886029 0.01910506 0.03463173 0.027521346 0.01910506 0.040623855 0.018423608 0.018028272 0.029310144 0.01865908 0.0334571 0.0334571 0.02886029 0.01910506 0.03463173 0.027521346 0.01910506 0.040623855 0.018423608 0.018028272 0.029310144 0.01865908 0.0334571 0.0334571 0.02886029 0.01910506 0.03463173 0.027521346 0.01910506 0.018423608 0.018028272 0.029310144 0.01910506 5.7099013 5.188337 
701 3 10 "Schoenberg_RI" NA 0 0 1 0 NA 0 24 1 NA NA 71 96 4 600000 0 -1 23 216 1 0 0.5286697 0.47133026 1.0 1.0 0.019821694 5.656776 5.2092147 0.018206263 0.03647331 0.022874802 0.025303083 0.02427502 0.02427502 0.03611466 0.019821694 0.037530895 0.026733099 0.023756744 0.03647331 0.018206263 0.022874802 0.02427502 0.025303083 0.02427502 0.02427502 0.03611466 0.019821694 0.037530895 0.026733099 0.023756744 0.03647331 0.018206263 0.022874802 0.02427502 0.025303083 0.02427502 0.02427502 0.03611466 0.019821694 0.037530895 0.026733099 0.023756744 0.018206263 0.022874802 0.02427502 0.019821694 5.656776 5.2092147 
